X_Value,Voltage_0,Voltage_1
4.038,2.828856,2.805013
4.039,2.801441,2.861345
4.04,2.781444,2.929908
4.041,2.756932,2.978514
4.042,2.741773,2.956948
4.043,2.713713,2.94375
4.044,2.690813,2.912204
4.045,2.66501,2.846859
4.046,2.639531,2.723252
4.047,2.618566,2.650826
4.048,2.594376,2.609623
4.049,2.569541,2.499535
4.05,2.543417,2.483119
4.051,2.521807,2.509514
4.052,2.49923,2.52078
4.053,2.476008,2.550717
4.054,2.453753,2.645997
4.055,2.428596,2.707801
4.056,2.406019,2.739669
4.057,2.382152,2.799219
4.058,2.355704,2.812095
4.059,2.328934,2.751257
4.06,2.304744,2.730656
4.061,2.279265,2.67368
4.062,2.251204,2.574537
4.063,2.229918,2.452217
4.064,2.20605,2.380113
4.065,2.181861,2.294489
4.066,2.157671,2.22496
4.067,2.120903,2.223351
4.068,2.110582,2.215947
4.069,2.089295,2.222385
4.07,2.063815,2.263909
4.071,2.037045,2.35919
4.072,2.009307,2.401036
4.073,1.987053,2.409083
4.074,1.966734,2.487947
4.075,1.946092,2.473462
4.076,1.920934,2.415521
4.077,1.895132,2.364984
4.078,1.869975,2.300283
4.079,1.846108,2.168951
4.08,1.822886,2.067232
4.081,1.798051,2.001888
4.082,1.774506,1.902101
4.083,1.751607,1.847701
4.084,1.728062,1.865727
4.085,1.703227,1.848345
4.086,1.681296,1.867015
4.087,1.654848,1.924956
4.088,1.627111,2.001244
4.089,1.605501,2.029571
4.09,1.582602,2.074636
4.091,1.56454,2.100387
4.092,1.529385,2.063692
4.093,1.510355,2.020558
4.094,1.486166,1.97324
4.095,1.462944,1.887938
4.096,1.436496,1.747593
4.097,1.413919,1.660682
4.098,1.388117,1.603385
4.099,1.36683,1.481709
4.1,1.339093,1.454348
4.101,1.321354,1.46819
4.102,1.295874,1.470765
4.103,1.272329,1.489757
4.104,1.248785,1.575058
4.105,1.22266,1.625595
4.106,1.196535,1.651347
4.107,1.174281,1.701562
4.108,1.146543,1.707356
4.109,1.123644,1.644265
4.11,1.101712,1.615295
4.111,1.07591,1.552526
4.112,1.05172,1.449842
4.113,1.029466,1.323016
4.114,1.007534,1.24705
4.115,0.982699,1.15692
4.116,0.956897,1.085138
4.117,0.940771,1.075159
4.118,0.908195,1.067434
4.119,0.884651,1.070009
4.12,0.860461,1.107349
4.121,0.838207,1.201663
4.122,0.815952,1.240612
4.123,0.788215,1.24544
4.124,0.764993,1.322373
4.125,0.741448,1.304668
4.126,0.716614,1.246728
4.127,0.694037,1.196191
4.128,0.668235,1.12795
4.129,0.645335,0.995974
4.13,0.622436,0.89329
4.131,0.598891,0.826337
4.132,0.573411,0.72655
4.133,0.549222,0.667644
4.134,0.526322,0.688567
4.135,0.498908,0.668288
4.136,0.476976,0.684383
4.137,0.455689,0.740714
4.138,0.431499,0.817324
4.139,0.406342,0.843397
4.14,0.382798,0.887818
4.141,0.356995,0.914857
4.142,0.337966,0.875908
4.143,0.306359,0.833097
4.144,0.283782,0.783525
4.145,0.260237,0.699833
4.146,0.235725,0.557879
4.147,0.212181,0.470003
4.148,0.190894,0.413994
4.149,0.165414,0.290387
4.15,0.138967,0.262705
4.151,0.113165,0.27558
4.152,0.092845,0.275902
4.153,0.066721,0.294894
4.154,0.039306,0.378908
4.155,0.017051,0.43041
4.156,-0.009022,0.45584
4.157,-0.027656,0.504445
4.158,-0.048861,0.511205
4.159,-0.075205,0.44908
4.16,-0.10155,0.422041
4.161,-0.127894,0.357663
4.162,-0.151026,0.25337
4.163,-0.174158,0.127188
4.164,-0.198896,0.049934
4.165,-0.225241,-0.039328
4.166,-0.249015,-0.114656
4.167,-0.272147,-0.118519
4.168,-0.293994,-0.129464
4.169,-0.316162,-0.126567
4.17,-0.342828,-0.092122
4.171,-0.370136,0.001007
4.172,-0.393911,0.038346
4.173,-0.417042,0.042853
4.174,-0.441781,0.123648
4.175,-0.460415,0.106909
4.176,-0.485795,0.046715
4.177,-0.511176,-0.005527
4.178,-0.534308,-0.070876
4.179,-0.559367,-0.204793
4.18,-0.580893,-0.307162
4.181,-0.608201,-0.37412
4.182,-0.632297,-0.474236
4.183,-0.659927,-0.52864
4.184,-0.680167,-0.515441
4.185,-0.706833,-0.533147
4.186,-0.724824,-0.519304
4.187,-0.747956,-0.460072
4.188,-0.771731,-0.3841
4.189,-0.800324,-0.357059
4.19,-0.82442,-0.3136
4.191,-0.852371,-0.286881
4.192,-0.880322,-0.329374
4.193,-0.897671,-0.367682
4.194,-0.921124,-0.418223
4.195,-0.941686,-0.500955
4.196,-0.96803,-0.643886
4.197,-0.993411,-0.733057
4.198,-1.012688,-0.786495
4.199,-1.040639,-0.909145
4.2,-1.06377,-0.938439
4.201,-1.087545,-0.926206
4.202,-1.112604,-0.923953
4.203,-1.135094,-0.905926
4.204,-1.15694,-0.82094
4.205,-1.180394,-0.767502
4.206,-1.205453,-0.744324
4.207,-1.232762,-0.692495
4.208,-1.254608,-0.689276
4.209,-1.278383,-0.748187
4.21,-1.303764,-0.777803
4.211,-1.324325,-0.840899
4.212,-1.352276,-0.944556
4.213,-1.371553,-1.072356
4.214,-1.400468,-1.147363
4.215,-1.421672,-1.236534
4.216,-1.447374,-1.31154
4.217,-1.468578,-1.321519
4.218,-1.492674,-1.328924
4.219,-1.517091,-1.326992
4.22,-1.53958,-1.288362
4.221,-1.56464,-1.195972
4.222,-1.586165,-1.155411
4.223,-1.613795,-1.151548
4.224,-1.637891,-1.070103
4.225,-1.661665,-1.089418
4.226,-1.685118,-1.149616
4.227,-1.707608,-1.199835
4.228,-1.732346,-1.268725
4.229,-1.75612,-1.400711
4.23,-1.780859,-1.505656
4.231,-1.802705,-1.571649
4.232,-1.829371,-1.674018
4.233,-1.855716,-1.725203
4.234,-1.873708,-1.713614
4.235,-1.89941,-1.732607
4.236,-1.924469,-1.716189
4.237,-1.948565,-1.658888
4.238,-1.971697,-1.581628
4.239,-1.99515,-1.553943
4.24,-2.019888,-1.509197
4.241,-2.043342,-1.485375
4.242,-2.066474,-1.527224
4.243,-2.094746,-1.564245
4.244,-2.119163,-1.614142
4.245,-2.142616,-1.69945
4.246,-2.166069,-1.839805
4.247,-2.189523,-1.927367
4.248,-2.214261,-1.981771
4.249,-2.236429,-2.108284
4.25,-2.263738,-2.138544
4.251,-2.284942,-2.128243
4.252,-2.309038,-2.125346
4.253,-2.33217,-2.105387
4.254,-2.356908,-2.021366
4.255,-2.381004,-1.968572
4.256,-2.398674,-1.945716
4.257,-2.425019,-1.892922
4.258,-2.448793,-1.885196
4.259,-2.472247,-1.949257
4.26,-2.496342,-1.976942
4.261,-2.520438,-2.040681
4.262,-2.543249,-2.142729
4.263,-2.569594,-2.270209
4.264,-2.593689,-2.346503
4.265,-2.616821,-2.435996
4.266,-2.639953,-2.510681
4.267,-2.665013,-2.519695
4.268,-2.687181,-2.525489
4.269,-2.712884,-2.525811
4.27,-2.737943,-2.487181
4.271,-2.758826,-2.394791
4.272,-2.784528,-2.354873
4.273,-2.811195,-2.352297
4.274,-2.841395,-2.270852
4.275,-2.863242,-2.291133
4.276,-2.88541,-2.348434
4.277,-2.909184,-2.399619
4.278,-2.941633,-2.468188
4.279,-2.967336,-2.60114
4.28,-2.992395,-2.707695
4.281,-3.006532,-2.774976
4.282,-3.006853,-2.872195
4.283,-3.005889,-2.925634
4.284,-3.005889,-2.89988
4.285,-2.989504,-2.910825
4.286,-2.961553,-2.884106
4.287,-2.931031,-2.812318
4.288,-2.910791,-2.719606
4.289,-2.888301,-2.674215
4.29,-2.860993,-2.608544
4.291,-2.834969,-2.560578
4.292,-2.805733,-2.57764
4.293,-2.781958,-2.587941
4.294,-2.757862,-2.6079
4.295,-2.733124,-2.661661
4.296,-2.708064,-2.772078
4.297,-2.684611,-2.826161
4.298,-2.659873,-2.847729
4.299,-2.636098,-2.939476
4.3,-2.611038,-2.934003
4.301,-2.588549,-2.884428
4.302,-2.565738,-2.846442
4.303,-2.541643,-2.790106
4.304,-2.512728,-2.667133
4.305,-2.489596,-2.574099
4.306,-2.464536,-2.511003
4.307,-2.44301,-2.422476
4.308,-2.418593,-2.372578
4.309,-2.399317,-2.392859
4.31,-2.376506,-2.381592
4.311,-2.349197,-2.402195
4.312,-2.328957,-2.461428
4.313,-2.302933,-2.546736
4.314,-2.27948,-2.580859
4.315,-2.254099,-2.626893
4.316,-2.228718,-2.657797
4.317,-2.209763,-2.625284
4.318,-2.185025,-2.5844
4.319,-2.16125,-2.541907
4.32,-2.136191,-2.458208
4.321,-2.111131,-2.319784
4.322,-2.083823,-2.23512
4.323,-2.059084,-2.185544
4.324,-2.03788,-2.059353
4.325,-2.016997,-2.033599
4.326,-1.990974,-2.046476
4.327,-1.966557,-2.050017
4.328,-1.942782,-2.071264
4.329,-1.919329,-2.157216
4.33,-1.895554,-2.215161
4.331,-1.868888,-2.235441
4.332,-1.84415,-2.290811
4.333,-1.82391,-2.301435
4.334,-1.798529,-2.237695
4.335,-1.775076,-2.2084
4.336,-1.752586,-2.146592
4.337,-1.724957,-2.042291
4.338,-1.699897,-1.917065
4.339,-1.674837,-1.842381
4.34,-1.651384,-1.751922
4.341,-1.63018,-1.681422
4.342,-1.608012,-1.675306
4.343,-1.583916,-1.66758
4.344,-1.561106,-1.667902
4.345,-1.535725,-1.702347
4.346,-1.510987,-1.796668
4.347,-1.487212,-1.834655
4.348,-1.464402,-1.840127
4.349,-1.440306,-1.92286
4.35,-1.415889,-1.905154
4.351,-1.394042,-1.844312
4.352,-1.371874,-1.793449
4.353,-1.3481,-1.730675
4.354,-1.324646,-1.599012
4.355,-1.298944,-1.49632
4.356,-1.269708,-1.426464
4.357,-1.244649,-1.327314
4.358,-1.225051,-1.273554
4.359,-1.20224,-1.285143
4.36,-1.180715,-1.268081
4.361,-1.155334,-1.280958
4.362,-1.131238,-1.33504
4.363,-1.108106,-1.415519
4.364,-1.080798,-1.444492
4.365,-1.057345,-1.485375
4.366,-1.030679,-1.515313
4.367,-1.010439,-1.473142
4.368,-0.987307,-1.432903
4.369,-0.963211,-1.385903
4.37,-0.938473,-1.299629
4.371,-0.914056,-1.158308
4.372,-0.885141,-1.069781
4.373,-0.861045,-1.021815
4.374,-0.837592,-0.888864
4.375,-0.817031,-0.859248
4.376,-0.795826,-0.873734
4.377,-0.770124,-0.875665
4.378,-0.745707,-0.893049
4.379,-0.722576,-0.977713
4.38,-0.69848,-1.034048
4.381,-0.674384,-1.050788
4.382,-0.649967,-1.107123
4.383,-0.626193,-1.113883
4.384,-0.60017,-1.051754
4.385,-0.575753,-1.022137
4.386,-0.551978,-0.959364
4.387,-0.531738,-0.854741
4.388,-0.504429,-0.727906
4.389,-0.478406,-0.652578
4.39,-0.452383,-0.561797
4.391,-0.42893,-0.489044
4.392,-0.406762,-0.480353
4.393,-0.384594,-0.47327
4.394,-0.362104,-0.472949
4.395,-0.339294,-0.508681
4.396,-0.314555,-0.602037
4.397,-0.29046,-0.643242
4.398,-0.263151,-0.647105
4.399,-0.241305,-0.729194
4.4,-0.216245,-0.709879
4.401,-0.192149,-0.64968
4.402,-0.16966,-0.59914
4.403,-0.144922,-0.533469
4.404,-0.125003,-0.400839
4.405,-0.093197,-0.298148
4.406,-0.067816,-0.229258
4.407,-0.042435,-0.129142
4.408,-0.020588,-0.074417
4.409,-2.67E-05,-0.084396
4.41,0.021567,-0.069266
4.411,0.047369,-0.082143
4.412,0.071236,-0.136224
4.413,0.096071,-0.22121
4.414,0.122195,-0.249539
4.415,0.14445,-0.2901
4.416,0.172832,-0.31521
4.417,0.193151,-0.276258
4.418,0.217341,-0.236984
4.419,0.242498,-0.186121
4.42,0.26314,-0.099848
4.421,0.287975,0.039634
4.422,0.314744,0.128476
4.423,0.340547,0.177725
4.424,0.366026,0.31292
4.425,0.388926,0.341246
4.426,0.406987,0.328049
4.427,0.430854,0.325474
4.428,0.457947,0.307448
4.429,0.482459,0.224078
4.43,0.504391,0.165172
4.431,0.53116,0.149721
4.432,0.553092,0.092424
4.433,0.574702,0.088239
4.434,0.601471,0.145214
4.435,0.626629,0.177082
4.436,0.651786,0.242747
4.437,0.670815,0.345431
4.438,0.695327,0.472578
4.439,0.723709,0.547579
4.44,0.748867,0.639318
4.441,0.773379,0.712709
4.442,0.795956,0.721078
4.443,0.818855,0.727838
4.444,0.841432,0.730413
4.445,0.867234,0.693718
4.446,0.890456,0.601657
4.447,0.915613,0.561742
4.448,0.937868,0.554338
4.449,0.96496,0.473222
4.45,0.990117,0.490926
4.451,1.012049,0.553373
4.452,1.036884,0.601335
4.453,1.060428,0.669898
4.454,1.08365,0.800264
4.455,1.105582,0.903269
4.456,1.131707,0.973763
4.457,1.157832,1.071297
4.458,1.181376,1.128593
4.459,1.204276,1.117971
4.46,1.227498,1.132456
4.461,1.251365,1.119259
4.462,1.27362,1.066146
4.463,1.298454,0.981489
4.464,1.322321,0.95445
4.465,1.348446,0.912604
4.466,1.373926,0.888462
4.467,1.394245,0.924836
4.468,1.422305,0.965072
4.469,1.446172,1.014322
4.47,1.471329,1.100911
4.471,1.492939,1.241578
4.472,1.516483,1.326879
4.473,1.53906,1.377094
4.474,1.562928,1.512611
4.475,1.589052,1.540294
4.476,1.609372,1.526774
4.477,1.634851,1.527096
4.478,1.661621,1.507139
4.479,1.686133,1.423447
4.48,1.709033,1.364862
4.481,1.7329,1.348446
4.482,1.75838,1.292758
4.483,1.782247,1.283424
4.484,1.805147,1.346514
4.485,1.831916,1.378704
4.486,1.853526,1.442117
4.487,1.875135,1.543191
4.488,1.89739,1.67066
4.489,1.920612,1.745983
4.49,1.945124,1.836113
4.491,1.966089,1.905964
4.492,1.996406,1.915299
4.493,2.018983,1.925277
4.494,2.043818,1.925277
4.495,2.06833,1.891157
4.496,2.091875,1.797486
4.497,2.114775,1.756927
4.498,2.139609,1.751133
4.499,2.162509,1.669373
4.5,2.187989,1.68933
4.501,2.212178,1.752421
4.502,2.236046,1.800061
4.503,2.262816,1.866693
4.504,2.285715,1.998991
4.505,2.309905,2.102319
4.506,2.332159,2.171204
4.507,2.356027,2.269381
4.508,2.384732,2.324425
4.509,2.408922,2.316056
4.51,2.431499,2.331185
4.511,2.452463,2.318631
4.512,2.481813,2.265519
4.513,2.502778,2.18247
4.514,2.526967,2.154144
4.515,2.550835,2.114229
4.516,2.574702,2.088155
4.517,2.600504,2.125173
4.518,2.624049,2.16541
4.519,2.646949,2.214016
4.52,2.671139,2.300605
4.521,2.694038,2.439663
4.522,2.720486,2.527862
4.523,2.742418,2.574537
4.524,2.76693,2.71102
4.525,2.787249,2.737737
4.526,2.807891,2.725827
4.527,2.831436,2.723574
4.528,2.853691,2.704904
4.529,2.877881,2.619924
4.53,2.904006,2.562949
4.531,2.925615,2.545244
4.532,2.999797,2.495029
4.533,2.962061,2.484728
4.534,2.936259,2.53591
4.535,2.89691,2.559408
4.536,2.87401,2.607692
4.537,2.853046,2.69396
4.538,2.826276,2.804369
4.539,2.804666,2.859413
4.54,2.785637,2.927011
4.541,2.758867,2.977227
4.542,2.73629,2.959201
4.543,2.710487,2.939565
4.544,2.687265,2.912526
4.545,2.662108,2.848147
4.546,2.638563,2.723896
4.547,2.615663,2.651148
4.548,2.594054,2.615739
4.549,2.568251,2.495673
4.55,2.546964,2.482153
4.551,2.52471,2.509192
4.552,2.501488,2.52078
4.553,2.475363,2.549107
4.554,2.455688,2.6431
4.555,2.424725,2.707157
4.556,2.401181,2.735806
4.557,2.377959,2.794713
4.558,2.353124,2.808232
4.559,2.327644,2.757373
4.56,2.301842,2.730656
4.561,2.280232,2.675612
4.562,2.257655,2.580331
4.563,2.232498,2.451895
4.564,2.206373,2.38301
4.565,2.184441,2.299318
4.566,2.161864,2.226891
4.567,2.134449,2.220132
4.568,2.110582,2.217557
4.569,2.088005,2.222063
4.57,2.066073,2.261656
4.571,2.036722,2.355649
4.572,2.013178,2.399105
4.573,1.991568,2.401036
4.574,1.971894,2.494385
4.575,1.945447,2.476359
4.576,1.916419,2.417453
4.577,1.892552,2.370456
4.578,1.87062,2.304146
4.579,1.84643,2.174745
4.58,1.822241,2.068842
4.581,1.798051,2.006716
4.582,1.775796,1.903389
4.583,1.748381,1.850276
4.584,1.722902,1.861221
4.585,1.70484,1.848667
4.586,1.679038,1.862508
4.587,1.651945,1.919161
4.588,1.627433,2.000922
4.589,1.609049,2.029893
4.59,1.58744,2.07367
4.591,1.56196,2.099422
4.592,1.535513,2.063692
4.593,1.510033,2.02088
4.594,1.487778,1.975171
4.595,1.460686,1.891157
4.596,1.436174,1.749524
4.597,1.411662,1.661647
4.598,1.38973,1.610466
4.599,1.369088,1.481709
4.6,1.34135,1.451773
4.601,1.320709,1.465937
4.602,1.294261,1.465937
4.603,1.268782,1.486538
4.604,1.242657,1.568942
4.605,1.219112,1.626239
4.606,1.194278,1.646518
4.607,1.172346,1.699309
4.608,1.148801,1.710897
4.609,1.126869,1.651669
4.61,1.104292,1.617548
4.611,1.079135,1.555423
4.612,1.0543,1.455636
4.613,1.030433,1.320441
4.614,1.001728,1.247372
4.615,0.981732,1.159173
4.616,0.959477,1.08546
4.617,0.930772,1.071619
4.618,0.908195,1.066146
4.619,0.882393,1.066468
4.62,0.863364,1.103808
4.621,0.839819,1.198766
4.622,0.816597,1.238037
4.623,0.793053,1.240612
4.624,0.766283,1.328489
4.625,0.742416,1.3066
4.626,0.716936,1.248659
4.627,0.690489,1.199732
4.628,0.66759,1.131169
4.629,0.64211,1.000159
4.63,0.620178,0.891037
4.631,0.596956,0.828268
4.632,0.573411,0.725263
4.633,0.547287,0.671829
4.634,0.52213,0.682451
4.635,0.497617,0.665713
4.636,0.475686,0.682129
4.637,0.449883,0.734276
4.638,0.430854,0.817324
4.639,0.407632,0.84565
4.64,0.383443,0.887175
4.641,0.355705,0.912282
4.642,0.330871,0.874621
4.643,0.304101,0.833097
4.644,0.282169,0.785457
4.645,0.259592,0.702409
4.646,0.236693,0.561098
4.647,0.213148,0.4729
4.648,0.187991,0.421075
4.649,0.164124,0.287168
4.65,0.138644,0.261095
4.651,0.113487,0.270752
4.652,0.08575,0.269464
4.653,0.066076,0.290387
4.654,0.044144,0.374401
4.655,0.020922,0.43202
4.656,0.00028,0.453264
4.657,-0.02862,0.505089
4.658,-0.05368,0.516677
4.659,-0.07906,0.45584
4.66,-0.105084,0.421075
4.661,-0.129501,0.35895
4.662,-0.149741,0.258842
4.663,-0.174158,0.124613
4.664,-0.198254,0.048325
4.665,-0.222349,-0.03643
4.666,-0.247088,-0.114656
4.667,-0.272468,-0.126567
4.668,-0.295279,-0.131718
4.669,-0.32066,-0.133005
4.67,-0.346683,-0.095019
4.671,-0.370136,-0.002951
4.672,-0.388128,0.036415
4.673,-0.414151,0.038346
4.674,-0.435676,0.129442
4.675,-0.459772,0.108841
4.676,-0.487723,0.048969
4.677,-0.512783,0.000363
4.678,-0.535272,-0.067334
4.679,-0.560974,-0.201251
4.68,-0.587961,-0.309415
4.681,-0.60788,-0.373155
4.682,-0.635189,-0.47649
4.683,-0.655429,-0.535078
4.684,-0.677597,-0.519626
4.685,-0.702335,-0.533791
4.686,-0.729322,-0.519626
4.687,-0.752454,-0.465866
4.688,-0.77912,-0.384422
4.689,-0.802894,-0.354805
4.69,-0.826026,-0.314244
4.691,-0.847552,-0.287847
4.692,-0.867471,-0.324545
4.693,-0.896707,-0.366394
4.694,-0.920481,-0.413716
4.695,-0.943292,-0.497414
4.696,-0.968351,-0.639701
4.697,-0.994054,-0.726296
4.698,-1.019113,-0.777159
4.699,-1.038711,-0.912364
4.7,-1.064413,-0.939727
4.701,-1.085296,-0.927172
4.702,-1.107143,-0.926206
4.703,-1.133166,-0.908501
4.704,-1.158225,-0.825768
4.705,-1.186177,-0.766858
4.706,-1.20963,-0.751406
4.707,-1.233404,-0.695071
4.708,-1.255251,-0.682516
4.709,-1.278061,-0.740461
4.71,-1.303764,-0.77555
4.711,-1.325289,-0.837679
4.712,-1.351312,-0.938117
4.713,-1.375729,-1.07461
4.714,-1.397897,-1.148972
4.715,-1.424563,-1.235568
4.716,-1.446731,-1.312184
4.717,-1.468578,-1.321841
4.718,-1.493959,-1.32667
4.719,-1.515484,-1.331177
4.72,-1.537653,-1.290294
4.721,-1.563676,-1.199191
4.722,-1.592269,-1.159274
4.723,-1.615723,-1.160883
4.724,-1.636606,-1.066884
4.725,-1.657167,-1.088774
4.726,-1.68062,-1.147685
4.727,-1.713069,-1.195328
4.728,-1.731061,-1.26454
4.729,-1.755799,-1.394916
4.73,-1.782465,-1.503402
4.731,-1.805918,-1.566176
4.732,-1.827444,-1.670799
4.733,-1.850254,-1.731319
4.734,-1.875957,-1.717155
4.735,-1.900374,-1.730675
4.736,-1.920614,-1.718121
4.737,-1.945031,-1.663717
4.738,-1.973946,-1.580984
4.739,-2.003182,-1.552977
4.74,-2.021495,-1.512416
4.741,-2.044948,-1.487306
4.742,-2.06808,-1.524005
4.743,-2.090891,-1.56521
4.744,-2.115308,-1.611244
4.745,-2.139725,-1.696552
4.746,-2.166712,-1.838196
4.747,-2.189201,-1.924791
4.748,-2.214261,-1.97501
4.749,-2.236429,-2.110859
4.75,-2.26438,-2.139188
4.751,-2.283978,-2.125346
4.752,-2.308716,-2.12438
4.753,-2.328636,-2.108284
4.754,-2.353695,-2.025551
4.755,-2.376827,-1.966641
4.756,-2.404778,-1.950867
4.757,-2.428232,-1.895175
4.758,-2.45554,-1.887449
4.759,-2.472247,-1.942175
4.76,-2.497628,-1.97662
4.761,-2.518511,-2.038106
4.762,-2.543891,-2.138544
4.763,-2.56863,-2.274072
4.764,-2.592083,-2.348756
4.765,-2.617785,-2.434708
4.766,-2.639953,-2.509715
4.767,-2.666298,-2.52066
4.768,-2.690073,-2.526133
4.769,-2.716096,-2.529352
4.77,-2.73955,-2.490722
4.771,-2.762682,-2.398654
4.772,-2.784207,-2.358736
4.773,-2.81248,-2.359702
4.774,-2.836897,-2.269565
4.775,-2.864848,-2.292743
4.776,-2.888301,-2.350688
4.777,-2.917216,-2.398976
4.778,-2.944846,-2.468188
4.779,-2.968621,-2.598886
4.78,-2.994644,-2.707373
4.781,-3.006853,-2.767894
4.782,-3.004604,-2.871551
4.783,-3.005568,-2.926921
4.784,-3.00621,-2.90986
4.785,-2.993038,-2.915654
4.786,-2.963802,-2.888613
4.787,-2.938421,-2.82101
4.788,-2.911433,-2.719928
4.789,-2.883803,-2.67325
4.79,-2.854246,-2.611119
4.791,-2.833363,-2.563154
4.792,-2.810873,-2.575386
4.793,-2.785492,-2.589551
4.794,-2.760754,-2.606934
4.795,-2.736658,-2.661017
4.796,-2.710956,-2.770147
4.797,-2.683326,-2.824873
4.798,-2.660194,-2.840969
4.799,-2.634813,-2.943017
4.8,-2.610075,-2.937866
4.801,-2.588228,-2.886038
4.802,-2.562204,-2.850627
4.803,-2.541321,-2.792681
4.804,-2.517868,-2.67325
4.805,-2.495057,-2.575386
4.806,-2.469355,-2.519695
4.807,-2.445259,-2.424407
4.808,-2.423412,-2.373866
4.809,-2.395783,-2.387065
4.81,-2.372008,-2.38127
4.811,-2.351125,-2.400263
4.812,-2.329921,-2.455955
4.813,-2.302933,-2.551886
4.814,-2.280444,-2.583434
4.815,-2.25667,-2.624962
4.816,-2.234501,-2.65651
4.817,-2.207193,-2.624962
4.818,-2.182455,-2.588263
4.819,-2.159001,-2.543517
4.82,-2.13362,-2.459174
4.821,-2.112416,-2.321393
4.822,-2.087999,-2.24027
4.823,-2.065189,-2.194558
4.824,-2.041735,-2.057421
4.825,-2.014106,-2.033277
4.826,-1.989688,-2.048086
4.827,-1.96752,-2.048407
4.828,-1.946637,-2.068366
4.829,-1.918686,-2.152065
4.83,-1.89684,-2.21162
4.831,-1.872101,-2.228359
4.832,-1.849291,-2.286948
4.833,-1.819091,-2.29725
4.834,-1.798529,-2.242846
4.835,-1.773148,-2.21001
4.836,-1.74841,-2.145948
4.837,-1.724957,-2.047764
4.838,-1.706323,-1.9161
4.839,-1.681263,-1.841093
4.84,-1.654597,-1.757395
4.841,-1.628252,-1.684319
4.842,-1.604799,-1.67273
4.843,-1.580704,-1.666936
4.844,-1.559178,-1.665004
4.845,-1.534761,-1.700415
4.846,-1.515806,-1.79184
4.847,-1.490746,-1.834976
4.848,-1.462795,-1.836264
4.849,-1.441591,-1.928332
4.85,-1.416853,-1.906442
4.851,-1.392114,-1.844312
4.852,-1.364485,-1.800531
4.853,-1.344887,-1.729066
4.854,-1.320149,-1.600621
4.855,-1.301515,-1.495032
4.856,-1.275491,-1.432259
4.857,-1.25011,-1.330211
4.858,-1.223766,-1.272588
4.859,-1.19967,-1.279992
4.86,-1.178145,-1.265184
4.861,-1.152764,-1.279348
4.862,-1.130274,-1.330211
4.863,-1.106179,-1.418416
4.864,-1.081762,-1.445779
4.865,-1.057987,-1.482478
4.866,-1.036783,-1.512094
4.867,-1.007868,-1.474108
4.868,-0.983773,-1.435156
4.869,-0.959356,-1.385903
4.87,-0.936545,-1.298985
4.871,-0.913735,-1.160883
4.872,-0.888675,-1.075897
4.873,-0.866507,-1.029863
4.874,-0.843054,-0.887254
4.875,-0.817673,-0.860214
4.876,-0.790686,-0.872768
4.877,-0.768518,-0.868905
4.878,-0.742816,-0.891117
4.879,-0.720005,-0.971596
4.88,-0.696552,-1.031151
4.881,-0.672135,-1.04435
4.882,-0.649325,-1.103582
4.883,-0.623301,-1.117425
4.884,-0.599206,-1.058192
4.885,-0.57511,-1.01924
4.886,-0.548444,-0.95872
4.887,-0.524027,-0.85796
4.888,-0.501859,-0.725653
4.889,-0.480334,-0.650646
4.89,-0.455595,-0.565338
4.891,-0.4315,-0.491298
4.892,-0.408368,-0.479065
4.893,-0.384594,-0.47327
4.894,-0.358249,-0.469729
4.895,-0.334796,-0.505784
4.896,-0.310379,-0.59753
4.897,-0.287568,-0.640667
4.898,-0.263151,-0.639701
4.899,-0.239698,-0.729837
4.9,-0.218173,-0.706981
4.901,-0.192471,-0.647427
4.902,-0.166447,-0.602037
4.903,-0.143316,-0.533791
4.904,-0.115686,-0.40438
4.905,-0.089984,-0.295895
4.906,-0.067495,-0.235696
4.907,-0.041792,-0.13043
4.908,-0.022195,-0.070232
4.909,0.000925,-0.078601
4.91,0.023179,-0.0683
4.911,0.049304,-0.080211
4.912,0.071881,-0.13204
4.913,0.096716,-0.220566
4.914,0.120905,-0.245032
4.915,0.142515,-0.284628
4.916,0.169607,-0.313278
4.917,0.192184,-0.279477
4.918,0.220889,-0.235696
4.919,0.241853,-0.186443
4.92,0.26959,-0.101136
4.921,0.28991,0.038024
4.922,0.313777,0.122682
4.923,0.336031,0.171609
4.924,0.358931,0.310988
4.925,0.387313,0.332877
4.926,0.408922,0.322576
4.927,0.433757,0.328371
4.928,0.456979,0.306804
4.929,0.484071,0.22794
4.93,0.506971,0.166459
4.931,0.52987,0.153583
4.932,0.55277,0.094999
4.933,0.578894,0.08663
4.934,0.600826,0.142961
4.935,0.626306,0.178369
4.936,0.649528,0.240172
4.937,0.673718,0.340281
4.938,0.698552,0.474187
4.939,0.722419,0.548222
4.94,0.755962,0.634489
4.941,0.774991,0.710134
4.942,0.799181,0.723975
4.943,0.818533,0.729448
4.944,0.844012,0.731379
4.945,0.867234,0.694039
4.946,0.893036,0.603588
4.947,0.914323,0.563673
4.948,0.9369,0.56142
4.949,0.96367,0.470647
4.95,0.987215,0.491891
4.951,1.011082,0.552085
4.952,1.034626,0.597472
4.953,1.063331,0.667966
4.954,1.088811,0.797367
4.955,1.10913,0.905522
4.956,1.135255,0.967326
4.957,1.158477,1.070009
4.958,1.179764,1.130847
4.959,1.201373,1.121512
4.96,1.225563,1.134388
4.961,1.2533,1.119902
4.962,1.27491,1.069043
4.963,1.295874,0.979557
