Voltage_0_xmin,Voltage_0_xmax,Voltage_0_mean,Voltage_0_stddev,Voltage_1_xmin,Voltage_1_xmax,Voltage_1_mean,Voltage_1_stddev,Voltage_2_xmin,Voltage_2_xmax,Voltage_2_mean,Voltage_2_stddev,Voltage_3_xmin,Voltage_3_xmax,Voltage_3_mean,Voltage_3_stddev
1.70200000E+00,4.16000000E+00,-2.73754083E-02,1.41490000E-02,,,,,,,,,,,,
